======================================================================
Phase 1: Differential Evolution - Seed 812
======================================================================
Using workers=10
DE Iter     1: Loss=8.016416e+04 (Spread=1.964051e+02, PenIm=8.00e+04, convergence=0.000e+00)
DE Iter  5000: Loss=5.611402e-06 (Spread=5.611402e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.659-5.402i, λ2=+2.656-5.402i, λ3=+2.657-5.404i
DE Iter  5100: Loss=5.611402e-06 (Spread=5.611402e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.659-5.402i, λ2=+2.656-5.402i, λ3=+2.657-5.404i
DE Iter  5200: Loss=5.611402e-06 (Spread=5.611402e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.659-5.402i, λ2=+2.656-5.402i, λ3=+2.657-5.404i
DE Iter  5300: Loss=4.304921e-06 (Spread=4.304921e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.657-5.401i, λ3=+2.656-5.403i
DE Iter  5400: Loss=4.304921e-06 (Spread=4.304921e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.657-5.401i, λ3=+2.656-5.403i
DE Iter  5500: Loss=4.304921e-06 (Spread=4.304921e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.657-5.401i, λ3=+2.656-5.403i
DE Iter  5600: Loss=4.304921e-06 (Spread=4.304921e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.657-5.401i, λ3=+2.656-5.403i
DE Iter  5700: Loss=4.304921e-06 (Spread=4.304921e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.657-5.401i, λ3=+2.656-5.403i
DE Iter  5800: Loss=4.304921e-06 (Spread=4.304921e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.657-5.401i, λ3=+2.656-5.403i
DE Iter  5900: Loss=2.386708e-06 (Spread=2.386708e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.656-5.402i, λ3=+2.657-5.403i
DE Iter  6000: Loss=2.386708e-06 (Spread=2.386708e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.656-5.402i, λ3=+2.657-5.403i
DE Iter  6100: Loss=2.386708e-06 (Spread=2.386708e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.656-5.402i, λ3=+2.657-5.403i
DE Iter  6200: Loss=2.386708e-06 (Spread=2.386708e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.656-5.402i, λ3=+2.657-5.403i
DE Iter  6300: Loss=2.386708e-06 (Spread=2.386708e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.656-5.402i, λ3=+2.657-5.403i
DE Iter  6400: Loss=2.386708e-06 (Spread=2.386708e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.656-5.402i, λ3=+2.657-5.403i
DE Iter  6500: Loss=2.386708e-06 (Spread=2.386708e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.656-5.402i, λ3=+2.657-5.403i
DE Iter  6600: Loss=2.386708e-06 (Spread=2.386708e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.656-5.402i, λ3=+2.657-5.403i
DE Iter  6700: Loss=2.386708e-06 (Spread=2.386708e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.656-5.402i, λ3=+2.657-5.403i
DE Iter  6800: Loss=2.386708e-06 (Spread=2.386708e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.656-5.402i, λ3=+2.657-5.403i
DE Iter  6900: Loss=2.386708e-06 (Spread=2.386708e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.656-5.402i, λ3=+2.657-5.403i
DE Iter  7000: Loss=2.386708e-06 (Spread=2.386708e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.656-5.402i, λ3=+2.657-5.403i
DE Iter  7100: Loss=2.386708e-06 (Spread=2.386708e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.656-5.402i, λ3=+2.657-5.403i
DE Iter  7200: Loss=2.386708e-06 (Spread=2.386708e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.658-5.403i, λ2=+2.656-5.402i, λ3=+2.657-5.403i
DE Iter  7300: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  7400: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  7500: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  7600: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  7700: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  7800: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  7900: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  8000: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  8100: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  8200: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  8300: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  8400: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  8500: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  8600: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  8700: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  8800: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  8900: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  9000: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  9100: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  9200: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  9300: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  9400: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  9500: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  9600: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  9700: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  9800: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter  9900: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i
DE Iter 10000: Loss=1.924586e-06 (Spread=1.924586e-06, PenIm=0.00e+00, convergence=0.000e+00)
  Eigenvalues: λ1=+2.657-5.402i, λ2=+2.658-5.403i, λ3=+2.657-5.403i

======================================================================
Phase 2: L-BFGS-B Refinement
======================================================================

======================================================================
FINAL RESULT
======================================================================
Total Loss: 1.924586e-06
Spread (Variance): 1.924586e-06
Penalty Im: 0.000000e+00

Eigenvalues:
  lambda_1 = +2.6570588608 -5.4018917957i
  lambda_2 = +2.6579472489 -5.4027866608i
  lambda_3 = +2.6565721525 -5.4032490560i

Degeneracy Check:
  Std(Re) = 5.693084e-04
  Std(Im) = 5.633973e-04
  Min |Im(λ)| = 5.4019 (constraint: |Im(λ)| >= 5.0)

